plate_no	week_number	generation	read_number	date	cocktail_no	verified_crystal	image_url	solution_components	class_10way	skin	phase_precip	precip_crystal	clear	phase_crystal	precip	phase	precip_skin	crystal	garbage
X000009786	2	8	X0000097860608200803211256	2008-03-21 12:56:00	C1004		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860608200803211256.jpg	Succinic Acid;PEG 3350	phase	0.0382	0.0204	0.0912	0.1828	0.05	0.1266	0.223	0.0686	0.1886	0.0106
X000009786	2	8	X0000097860612200803211255	2008-03-21 12:55:00	C1005		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860612200803211255.jpg	tri-Ammonium Citrate;PEG 3350	phase	0.0518	0.016	0.0806	0.2032	0.0498	0.11	0.2306	0.0692	0.175	0.0138
X000009786	2	8	X0000097860616200803211255	2008-03-21 12:55:00	C1006		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860616200803211255.jpg	tri-Ammonium Citrate;PEG 3350	phase	0.042	0.015	0.08	0.2136	0.051	0.1078	0.2282	0.0642	0.1872	0.011
X000009786	2	8	X0000097860620200803211255	2008-03-21 12:55:00	C1007		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860620200803211255.jpg	DL-Malic acid;PEG 3350	phase	0.0378	0.0236	0.1016	0.1814	0.0436	0.1422	0.2	0.078	0.1824	0.0094
X000009786	2	8	X0000097860624200803211255	2008-03-21 12:55:00	C1008		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860624200803211255.jpg	DL-Malic acid;PEG 3350	phase	0.0402	0.019	0.093	0.1888	0.0518	0.1168	0.2254	0.0686	0.1858	0.0106
X000009786	2	8	X0000097860772200803211253	2008-03-21 12:53:00	C1009		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860772200803211253.jpg	Sodium acetate trihydrate;PEG 3350	phase	0.034	0.0242	0.0964	0.181	0.0458	0.1392	0.2036	0.0736	0.1846	0.0176
X000009786	2	8	X0000097860776200803211253	2008-03-21 12:53:00	C1010		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860776200803211253.jpg	Sodium acetate trihydrate;PEG 3350	phase	0.0304	0.0282	0.1062	0.1644	0.045	0.1596	0.1894	0.0774	0.1838	0.0156
X000009786	2	8	X0000097860780200803211253	2008-03-21 12:53:00	C1011		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860780200803211253.jpg	Sodium formate;PEG 3350	crystal	0.1122	0.0108	0.1126	0.1258	0.059	0.1086	0.1362	0.1074	0.201	0.0264
X000009786	2	8	X0000097860784200803211253	2008-03-21 12:53:00	C1012		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860784200803211253.jpg	Sodium formate;PEG 3350	crystal	0.1094	0.0138	0.1218	0.112	0.0684	0.0934	0.1192	0.1116	0.222	0.0284
X000009786	2	8	X0000097860788200803211253	2008-03-21 12:53:00	C1013		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860788200803211253.jpg	di-Ammonium Tartrate;PEG 3350	phase	0.0326	0.0284	0.0964	0.188	0.0418	0.1504	0.2022	0.0764	0.172	0.0118
X000009786	2	8	X0000097860792200803211253	2008-03-21 12:53:00	C1014		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860792200803211253.jpg	di-Ammonium Tartrate;PEG 3350	precip_skin	0.0772	0.035	0.1372	0.06	0.0554	0.1624	0.1324	0.1766	0.1488	0.015
X000009786	2	8	X0000097860796200803211253	2008-03-21 12:53:00	C1015		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860796200803211253.jpg	Sodium acetate trihydrate;PEG 3350;Tacsimate	crystal	0.0736	0.0196	0.1168	0.1388	0.0552	0.129	0.1214	0.095	0.229	0.0216
X000009786	2	8	X0000097860800200803211253	2008-03-21 12:53:00	C1016		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860800200803211253.jpg	Sodium citrate tribasic dihydrate;PEG 3350;Tacsimate	precip_skin	0.0348	0.0452	0.1646	0.0386	0.051	0.2014	0.1204	0.2058	0.1308	0.0074
X000009786	2	8	X0000097860804200803211253	2008-03-21 12:53:00	C1017		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860804200803211253.jpg	Bis-Tris;PEG 3350;Tacsimate	crystal	0.0434	0.0172	0.0864	0.1878	0.0608	0.1222	0.1826	0.067	0.2182	0.0144
X000009786	2	8	X0000097860808200803211253	2008-03-21 12:53:00	C1018		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860808200803211253.jpg	HEPES;PEG 3350;Tacsimate	phase	0.0482	0.0152	0.0838	0.2138	0.054	0.1052	0.2196	0.0574	0.186	0.0168
X000009786	2	8	X0000097860812200803211253	2008-03-21 12:53:00	C1019		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860812200803211253.jpg	Tris;PEG 3350;Tacsimate	crystal	0.0926	0.0106	0.0854	0.1856	0.0662	0.0872	0.1534	0.069	0.2296	0.0204
X000009786	2	8	X0000097860816200803211253	2008-03-21 12:53:00	C1020		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860816200803211253.jpg	Citric acid;Bis-Tris Propane;PEG 3350	precip	0.0412	0.0374	0.1356	0.1202	0.0492	0.1902	0.1622	0.1014	0.1464	0.0162
X000009786	2	8	X0000097860964200803211251	2008-03-21 12:51:00	C1021		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860964200803211251.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.0442	0.0244	0.1024	0.1682	0.049	0.1464	0.182	0.0788	0.19	0.0146
X000009786	2	8	X0000097860968200803211251	2008-03-21 12:51:00	C1022		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860968200803211251.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.0514	0.0214	0.1144	0.1122	0.0448	0.1824	0.1242	0.1224	0.2062	0.0206
X000009786	2	8	X0000097860972200803211251	2008-03-21 12:51:00	C1023		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860972200803211251.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.0354	0.019	0.088	0.186	0.052	0.1508	0.1618	0.0714	0.2212	0.0144
X000009786	2	8	X0000097860976200803211251	2008-03-21 12:51:00	C1024		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860976200803211251.jpg	Citric acid;Bis-Tris Propane;PEG 3350	crystal	0.0638	0.0244	0.1442	0.07	0.0752	0.1382	0.1272	0.1516	0.196	0.0094
X000009786	2	8	X0000097860980200803211251	2008-03-21 12:51:00	C1025		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860980200803211251.jpg	Citric acid;Bis-Tris Propane;PEG 3350	phase	0.0486	0.0156	0.0704	0.223	0.0536	0.1104	0.2264	0.0592	0.1766	0.0162
X000009786	2	8	X0000097860984200803211251	2008-03-21 12:51:00	C1026		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860984200803211251.jpg	Calcium chloride dihydrate;PEG 3350;Cobalt(II) chloride hexahydrate;Cadmium chloride dihydrate	crystal	0.035	0.0264	0.1152	0.137	0.0322	0.2048	0.1202	0.1062	0.2074	0.0156
X000009786	2	8	X0000097860988200803211251	2008-03-21 12:51:00	C1027		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860988200803211251.jpg	Magnesium chloride hexahydrate;HEPES-Na;PEG 3350;Nickel(II) chloride hexahydrate	phase	0.037	0.0242	0.0968	0.183	0.0532	0.1278	0.1986	0.0736	0.1918	0.014
X000009786	2	8	X0000097860992200803211251	2008-03-21 12:51:00	C1028		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860992200803211251.jpg	PEG 3350;Zinc chloride	phase	0.029	0.027	0.1058	0.1816	0.045	0.1534	0.19	0.0726	0.1826	0.013
X000009786	2	8	X0000097860996200803211250	2008-03-21 12:50:00	C1029		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860996200803211250.jpg	PEG 3350;Cesium chloride	crystal	0.0366	0.0212	0.097	0.1918	0.0504	0.1264	0.1958	0.0694	0.1992	0.0122
X000009786	2	8	X0000097861000200803211250	2008-03-21 12:50:00	C1030		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861000200803211250.jpg	Sodium bromide;PEG 3350	phase	0.0528	0.0288	0.1158	0.1488	0.0554	0.1564	0.184	0.0834	0.1572	0.0174
X000009786	2	8	X0000097861004200803211250	2008-03-21 12:50:00	C1031		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861004200803211250.jpg	HEPES-Na;PEG 3350;Tryptone	phase	0.0386	0.0196	0.0932	0.1988	0.0468	0.1258	0.2092	0.0664	0.1882	0.0134
X000009786	2	8	X0000097861008200803211250	2008-03-21 12:50:00	C1032		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861008200803211250.jpg	HEPES-Na;PEG 3350;Tryptone	phase	0.0362	0.027	0.107	0.1774	0.0502	0.1378	0.1896	0.0728	0.1874	0.0146
X000009786	2	8	X0000097861156200803211248	2008-03-21 12:48:00	C1033		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861156200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0728	0.0118	0.073	0.2084	0.0574	0.0868	0.2048	0.0588	0.2074	0.0188
X000009786	2	8	X0000097861160200803211248	2008-03-21 12:48:00	C1034		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861160200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.049	0.0126	0.0806	0.2172	0.0538	0.0954	0.224	0.0542	0.2	0.0132
X000009786	2	8	X0000097861164200803211248	2008-03-21 12:48:00	C1035		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861164200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0556	0.0142	0.0748	0.2126	0.0562	0.1026	0.2056	0.0546	0.2088	0.015
X000009786	2	8	X0000097861168200803211248	2008-03-21 12:48:00	C1036		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861168200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0446	0.015	0.0666	0.2284	0.0494	0.1018	0.237	0.0586	0.1832	0.0154
X000009786	2	8	X0000097861172200803211248	2008-03-21 12:48:00	C1037		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861172200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0426	0.0146	0.0728	0.224	0.0508	0.105	0.2332	0.0558	0.1862	0.015
X000009786	2	8	X0000097861176200803211248	2008-03-21 12:48:00	C1038		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861176200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0412	0.0182	0.0744	0.2238	0.046	0.116	0.2288	0.0626	0.1748	0.0142
X000009786	2	8	X0000097861180200803211248	2008-03-21 12:48:00	C1039		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861180200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.053	0.0188	0.0788	0.198	0.0604	0.103	0.2272	0.0644	0.1804	0.016
X000009786	2	8	X0000097861184200803211248	2008-03-21 12:48:00	C1040	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861184200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0432	0.0154	0.0672	0.2334	0.0496	0.0998	0.2332	0.0568	0.1862	0.0152
X000009786	2	8	X0000097861188200803211248	2008-03-21 12:48:00	C1041		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861188200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.065	0.0134	0.0734	0.2048	0.0566	0.0934	0.2114	0.0578	0.2044	0.0198
X000009786	2	8	X0000097861192200803211248	2008-03-21 12:48:00	C1042		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861192200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0458	0.0126	0.0704	0.2342	0.0532	0.1004	0.2248	0.0542	0.1892	0.0152
X000009786	2	8	X0000097861196200803211248	2008-03-21 12:48:00	C1043		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861196200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0586	0.0148	0.0736	0.2076	0.0584	0.0958	0.2118	0.0608	0.2052	0.0134
X000009786	2	8	X0000097861200200803211248	2008-03-21 12:48:00	C1044		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861200200803211248.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0574	0.014	0.0664	0.2326	0.0508	0.0852	0.2056	0.053	0.2208	0.0142
X000009786	2	8	X0000097861348200803211246	2008-03-21 12:46:00	C1045	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861348200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0574	0.0124	0.0706	0.2196	0.0534	0.091	0.2246	0.057	0.1976	0.0164
X000009786	2	8	X0000097861352200803211246	2008-03-21 12:46:00	C1046	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861352200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0556	0.0168	0.0672	0.2206	0.0528	0.1028	0.2168	0.0604	0.1898	0.0172
X000009786	2	8	X0000097861356200803211246	2008-03-21 12:46:00	C1047		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861356200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	clear	0.0524	0.016	0.0716	0.2274	0.0466	0.1068	0.2214	0.0566	0.1862	0.015
X000009786	2	8	X0000097861360200803211246	2008-03-21 12:46:00	C1048		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861360200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0486	0.0162	0.0726	0.2132	0.0516	0.1032	0.2298	0.0624	0.1862	0.0162
X000009786	2	8	X0000097861364200803211246	2008-03-21 12:46:00	C1049		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861364200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0428	0.0174	0.0728	0.2274	0.0488	0.1074	0.2302	0.0638	0.1746	0.0148
X000009786	2	8	X0000097861368200803211246	2008-03-21 12:46:00	C1050		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861368200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	phase	0.0432	0.0178	0.0732	0.2252	0.0476	0.1124	0.2286	0.0628	0.1732	0.016
X000009786	2	8	X0000097861372200803211246	2008-03-21 12:46:00	C1051	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861372200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	crystal	0.0666	0.0236	0.155	0.0608	0.0874	0.1156	0.141	0.1304	0.2092	0.0104
X000009786	2	8	X0000097861376200803211246	2008-03-21 12:46:00	C1052	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861376200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	crystal	0.062	0.0306	0.1486	0.0492	0.0788	0.142	0.134	0.1524	0.1928	0.0096
X000009786	2	8	X0000097861380200803211246	2008-03-21 12:46:00	C1053		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861380200803211246.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	precip	0.0372	0.0376	0.16	0.0564	0.046	0.2332	0.1086	0.1802	0.1344	0.0064
X000009786	2	8	X0000097861384200803211245	2008-03-21 12:45:00	C1054	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861384200803211245.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	crystal	0.0996	0.0284	0.119	0.0852	0.0686	0.144	0.133	0.1248	0.1796	0.0178
X000009786	2	8	X0000097861388200803211245	2008-03-21 12:45:00	C1055	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861388200803211245.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	crystal	0.0778	0.0214	0.1344	0.0964	0.079	0.1192	0.1426	0.1046	0.2168	0.0078
X000009786	2	8	X0000097861392200803211245	2008-03-21 12:45:00	C1056		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097861392200803211245.jpg	Potassium phosphate dibasic anhydrous;Sodium phosphate monobasic monohydrate	crystal	0.1056	0.0134	0.1224	0.1154	0.0652	0.0966	0.1262	0.1144	0.2084	0.0324
X000009786	2	8	X0000097860100200803211302	2008-03-21 13:02:00	C1057		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860100200803211302.jpg	Ammonium sulfate;Citric acid	precip	0.0358	0.0482	0.1602	0.0932	0.0426	0.2188	0.1292	0.125	0.1354	0.0116
X000009786	2	8	X0000097860104200803211302	2008-03-21 13:02:00	C1058		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860104200803211302.jpg	Ammonium sulfate;Citric acid	phase	0.0492	0.0172	0.0752	0.2112	0.056	0.1022	0.2234	0.0628	0.187	0.0158
X000009786	2	8	X0000097860108200803211302	2008-03-21 13:02:00	C1059		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860108200803211302.jpg	Ammonium sulfate;MES monohydrate	phase	0.0452	0.0158	0.0726	0.2286	0.047	0.1038	0.2316	0.057	0.1858	0.0126
X000009786	2	8	X0000097860112200803211302	2008-03-21 13:02:00	C1060		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860112200803211302.jpg	Ammonium sulfate;HEPES	phase	0.0494	0.0136	0.066	0.2266	0.0476	0.1024	0.234	0.0594	0.1854	0.0156
X000009786	2	8	X0000097860116200803211302	2008-03-21 13:02:00	C1061		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860116200803211302.jpg	Ammonium sulfate;Tris	clear	0.0428	0.0136	0.0702	0.2312	0.0506	0.1054	0.224	0.057	0.1914	0.0138
X000009786	2	8	X0000097860120200803211302	2008-03-21 13:02:00	C1062		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860120200803211302.jpg	Ammonium sulfate;Bicine	phase	0.05	0.014	0.0728	0.215	0.0568	0.1056	0.2312	0.062	0.1774	0.0152
X000009786	2	8	X0000097860124200803211302	2008-03-21 13:02:00	C1063		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860124200803211302.jpg	Ammonium sulfate;Citric acid	precip_skin	0.0236	0.0408	0.1806	0.0366	0.044	0.2076	0.1202	0.2106	0.1304	0.0056
X000009786	2	8	X0000097860128200803211302	2008-03-21 13:02:00	C1064		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860128200803211302.jpg	Ammonium sulfate;Citric acid	crystal	0.1094	0.0122	0.1064	0.1432	0.0616	0.0854	0.1266	0.0844	0.2362	0.0346
X000009786	2	8	X0000097860132200803211302	2008-03-21 13:02:00	C1065	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860132200803211302.jpg	Ammonium sulfate;MES monohydrate	crystal	0.0622	0.0174	0.1568	0.0696	0.0834	0.1116	0.1438	0.1128	0.2296	0.0128
X000009786	2	8	X0000097860136200803211302	2008-03-21 13:02:00	C1066	1	http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860136200803211302.jpg	Ammonium sulfate;HEPES	crystal	0.0988	0.0092	0.1186	0.1268	0.0606	0.0936	0.144	0.0966	0.2226	0.0292
X000009786	2	8	X0000097860140200803211302	2008-03-21 13:02:00	C1067		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860140200803211302.jpg	Ammonium sulfate;Tris	phase	0.0406	0.0164	0.0832	0.2234	0.046	0.1058	0.2312	0.058	0.1838	0.0116
X000009786	2	8	X0000097860144200803211302	2008-03-21 13:02:00	C1068		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860144200803211302.jpg	Ammonium sulfate;Bicine	phase	0.041	0.0168	0.091	0.2056	0.0474	0.1138	0.2136	0.0566	0.2018	0.0124
X000009786	2	8	X0000097860292200803211300	2008-03-21 13:00:00	C1069		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860292200803211300.jpg	Ammonium sulfate;Citric acid	phase	0.1314	0.0152	0.0926	0.15	0.0466	0.1102	0.1756	0.0964	0.1654	0.0166
X000009786	2	8	X0000097860296200803211300	2008-03-21 13:00:00	C1070		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860296200803211300.jpg	Ammonium sulfate;Citric acid	precip	0.0272	0.0338	0.172	0.0876	0.0316	0.2358	0.1022	0.1588	0.1396	0.0114
X000009786	2	8	X0000097860300200803211300	2008-03-21 13:00:00	C1071		http://xtuition.ccr.buffalo.edu/image-data/X000009786/X000009786200803211243/X0000097860300200803211300.jpg	Ammonium sulfate;MES monohydrate	precip	0.0328	0.0394	0.1852	0.053	0.0416	0.239	0.0904	0.189	0.1204	0.0092
